Director;Type;Characters;Genre;Location;Temporal collocation;Saga;Duration;First viewing;id;isChosen;gender;age;resp.id;ques;alt
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;No;2h;Platforms;3240;1;F;23;5;75;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;2h;Cinema;1330;0;F;23;5;75;center
Tim Burton;Animation film;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;998;0;F;23;5;75;right
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1753;0;M;22;6;76;left
Steven Spielberg;Animation film;Humans;Thriller;Europe;2100;No;1h 40min;Platforms;2505;1;M;22;6;76;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Cinema;589;0;M;22;6;76;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3055;0;M;22;6;77;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;2022;No;1h 40min;Platforms;2335;1;M;22;6;77;center
Steven Spielberg;Live-action;Animals;Science-fiction;Japan;2100;No;1h 40min;Platforms;2532;0;M;22;6;77;right
Steven Spielberg;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2694;0;M;22;6;78;left
Christopher Nolan;Animation film;Animals;Thriller;Mars;2100;No;2h;Cinema;1717;1;M;22;6;78;center
Steven Spielberg;Live-action;Animals;Science-fiction;Europe;2100;Yes;2h;Cinema;1200;0;M;22;6;78;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2022;Yes;1h 40min;Cinema;216;1;M;22;6;79;left
Tim Burton;Animation film;Animals;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2708;0;M;22;6;79;center
Steven Spielberg;Live-action;Humans;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2220;0;M;22;6;79;right
Christopher Nolan;Live-action;Animals;Thriller;Japan;End of the 19th century;No;2h;Platforms;3124;0;M;22;6;80;left
Tim Burton;Animation film;Humans;Thriller;United States of America;2100;Yes;1h 40min;Cinema;308;0;M;22;6;80;center
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;2100;Yes;2h;Cinema;1264;1;M;22;6;80;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;2h;Cinema;1077;0;M;22;6;81;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;1h 40min;Cinema;144;0;M;22;6;81;center
Tim Burton;Live-action;Humans;Thriller;Mars;2100;Yes;2h;Platforms;3011;1;M;22;6;81;right
Tim Burton;Live-action;Animals;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;929;0;M;22;6;82;left
Christopher Nolan;Animation film;Animals;Thriller;Japan;2022;Yes;2h;Platforms;2833;0;M;22;6;82;center
Christopher Nolan;Animation film;Humans;Thriller;Mars;2100;Yes;1h 40min;Platforms;2143;1;M;22;6;82;right
Christopher Nolan;Animation film;Humans;Science-fiction;Europe;2022;No;1h 40min;Cinema;613;0;M;22;6;83;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2662;0;M;22;6;83;center
Tim Burton;Animation film;Humans;Science-fiction;Japan;2022;No;1h 40min;Platforms;2378;1;M;22;6;83;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Cinema;1599;1;M;22;6;84;left
Tim Burton;Animation film;Humans;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1370;0;M;22;6;84;center
Tim Burton;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Cinema;443;0;M;22;6;84;right
Tim Burton;Live-action;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;515;0;M;22;6;85;left
Christopher Nolan;Animation film;Animals;Thriller;Europe;2022;Yes;1h 40min;Platforms;1933;0;M;22;6;85;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;2h;Platforms;3434;1;M;22;6;85;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;2h;Cinema;1093;1;M;22;6;86;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2052;0;M;22;6;86;center
Tim Burton;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2729;0;M;22;6;86;right
Steven Spielberg;Live-action;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2100;0;M;22;6;87;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;No;2h;Cinema;1354;1;M;22;6;87;center
Christopher Nolan;Animation film;Animals;Thriller;United States of America;2022;Yes;1h 40min;Platforms;1897;0;M;22;6;87;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2022;No;1h 40min;Cinema;702;1;M;22;6;88;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Platforms;2239;0;M;22;6;88;center
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;2022;Yes;1h 40min;Cinema;264;0;M;22;6;88;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1797;0;M;22;6;89;left
Christopher Nolan;Live-action;Humans;Thriller;Japan;2022;No;2h;Platforms;3262;1;M;22;6;89;center
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;2022;No;2h;Platforms;3279;0;M;22;6;89;right
Christopher Nolan;Animation film;Humans;Science-fiction;United States of America;2022;Yes;1h 40min;Cinema;145;1;M;22;6;90;left
Steven Spielberg;Animation film;Humans;Thriller;Mars;2022;No;2h;Platforms;3297;0;M;22;6;90;center
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;2100;Yes;1h 40min;Cinema;399;0;M;22;6;90;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3060;0;F;25;7;91;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;2h;Cinema;1062;0;F;25;7;91;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Platforms;3004;1;F;25;7;91;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;2h;Platforms;3127;0;F;25;7;92;left
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1753;0;F;25;7;92;center
Christopher Nolan;Live-action;Humans;Thriller;Japan;2022;Yes;1h 40min;Cinema;238;1;F;25;7;92;right
Steven Spielberg;Live-action;Humans;Thriller;Mars;End of the 19th century;Yes;1h 40min;Platforms;1860;0;F;25;7;93;left
Tim Burton;Live-action;Animals;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2027;1;F;25;7;93;center
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2100;No;1h 40min;Cinema;748;0;F;25;7;93;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;1h 40min;Cinema;231;0;F;25;7;94;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;2100;Yes;1h 40min;Platforms;2122;1;F;25;7;94;center
Tim Burton;Live-action;Animals;Thriller;Mars;2100;No;1h 40min;Cinema;857;0;F;25;7;94;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2100;Yes;2h;Platforms;2966;0;F;25;7;95;left
Christopher Nolan;Animation film;Humans;Science-fiction;United States of America;2022;Yes;2h;Cinema;1009;1;F;25;7;95;center
Tim Burton;Live-action;Humans;Thriller;United States of America;2022;Yes;2h;Cinema;1031;0;F;25;7;95;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2230;0;F;25;7;96;left
Tim Burton;Live-action;Humans;Science-fiction;Europe;2100;Yes;1h 40min;Platforms;2057;0;F;25;7;96;center
Tim Burton;Animation film;Humans;Thriller;Mars;2100;No;2h;Cinema;1712;1;F;25;7;96;right
Tim Burton;Animation film;Animals;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Platforms;1844;1;F;25;7;97;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;No;2h;Cinema;1727;0;F;25;7;97;center
Tim Burton;Live-action;Humans;Thriller;Japan;2022;No;1h 40min;Cinema;671;0;F;25;7;97;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2022;No;2h;Platforms;3294;0;F;25;7;98;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;No;2h;Platforms;3222;0;F;25;7;98;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2022;No;2h;Cinema;1489;1;F;25;7;98;right
Tim Burton;Live-action;Humans;Thriller;Mars;2022;Yes;1h 40min;Platforms;2003;0;F;25;7;99;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Japan;2100;Yes;2h;Cinema;1260;0;F;25;7;99;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;No;2h;Cinema;1705;1;F;25;7;99;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2100;Yes;1h 40min;Cinema;374;0;F;25;7;100;left
Steven Spielberg;Live-action;Humans;Thriller;Japan;End of the 19th century;No;2h;Cinema;1392;0;F;25;7;100;center
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;2022;No;1h 40min;Platforms;2385;1;F;25;7;100;right
Steven Spielberg;Live-action;Humans;Science-fiction;Europe;2022;No;1h 40min;Platforms;2346;1;F;25;7;101;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;1h 40min;Platforms;2193;0;F;25;7;101;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2100;Yes;2h;Cinema;1274;0;F;25;7;101;right
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1313;0;F;25;7;102;left
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2100;Yes;1h 40min;Cinema;405;0;F;25;7;102;center
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Platforms;1809;1;F;25;7;102;right
Tim Burton;Animation film;Humans;Thriller;United States of America;End of the 19th century;No;1h 40min;Cinema;452;0;F;25;7;103;left
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2100;Yes;2h;Cinema;1234;0;F;25;7;103;center
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;2h;Platforms;2789;1;F;25;7;103;right
Tim Burton;Live-action;Animals;Thriller;Europe;2022;No;2h;Cinema;1505;1;F;25;7;104;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;2100;No;1h 40min;Platforms;2506;0;F;25;7;104;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2019;0;F;25;7;104;right
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;2h;Platforms;2948;1;F;25;7;105;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2100;No;1h 40min;Cinema;771;0;F;25;7;105;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;Yes;1h 40min;Platforms;1818;0;F;25;7;105;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Platforms;2319;1;F;24;8;106;left
Tim Burton;Live-action;Humans;Thriller;Mars;2100;Yes;2h;Platforms;3011;0;F;24;8;106;center
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;2022;No;1h 40min;Cinema;688;0;F;24;8;106;right
Steven Spielberg;Animation film;Animals;Thriller;Japan;2100;Yes;2h;Platforms;2979;0;F;24;8;107;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Cinema;987;1;F;24;8;107;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;No;1h 40min;Platforms;2372;0;F;24;8;107;right
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2022;No;1h 40min;Platforms;2422;0;F;24;8;108;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;No;2h;Cinema;1579;1;F;24;8;108;center
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;End of the 19th century;No;1h 40min;Platforms;2280;0;F;24;8;108;right
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2228;0;F;24;8;109;left
Steven Spielberg;Animation film;Humans;Science-fiction;Japan;2022;No;2h;Cinema;1515;1;F;24;8;109;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;Yes;1h 40min;Cinema;393;0;F;24;8;109;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;No;2h;Cinema;1581;0;F;24;8;110;left
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;End of the 19th century;No;1h 40min;Platforms;2271;1;F;24;8;110;center
Christopher Nolan;Animation film;Humans;Thriller;Japan;2100;No;1h 40min;Cinema;811;0;F;24;8;110;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;Yes;1h 40min;Cinema;431;0;F;24;8;111;left
Tim Burton;Animation film;Humans;Thriller;Mars;2100;No;1h 40min;Platforms;2576;0;F;24;8;111;center
Tim Burton;Live-action;Humans;Science-fiction;United States of America;2022;Yes;1h 40min;Platforms;1877;1;F;24;8;111;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2022;Yes;1h 40min;Platforms;1908;0;F;24;8;112;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1756;0;F;24;8;112;center
Tim Burton;Live-action;Humans;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1373;1;F;24;8;112;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;Yes;2h;Platforms;2842;0;F;24;8;113;left
Tim Burton;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2693;0;F;24;8;113;center
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2022;No;1h 40min;Platforms;2386;1;F;24;8;113;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Mars;2100;No;2h;Platforms;3453;1;F;24;8;114;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Cinema;753;0;F;24;8;114;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;1h 40min;Platforms;2267;0;F;24;8;114;right
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;2100;Yes;2h;Cinema;1164;0;F;24;8;115;left
Steven Spielberg;Animation film;Animals;Science-fiction;United States of America;2100;Yes;2h;Platforms;2889;0;F;24;8;115;center
Steven Spielberg;Live-action;Humans;Thriller;United States of America;2022;No;2h;Cinema;1464;1;F;24;8;115;right
Steven Spielberg;Live-action;Animals;Thriller;Europe;2100;Yes;1h 40min;Cinema;354;0;F;24;8;116;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Platforms;2178;1;F;24;8;116;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;No;1h 40min;Platforms;2389;0;F;24;8;116;right
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;2022;No;1h 40min;Platforms;2377;0;F;24;8;117;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2664;0;F;24;8;117;center
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;Yes;2h;Cinema;1014;1;F;24;8;117;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;1h 40min;Platforms;1959;1;F;24;8;118;left
Christopher Nolan;Live-action;Animals;Thriller;Europe;2022;Yes;2h;Cinema;1072;0;F;24;8;118;center
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2704;0;F;24;8;118;right
Tim Burton;Animation film;Humans;Thriller;United States of America;2100;No;2h;Cinema;1604;1;F;24;8;119;left
Tim Burton;Live-action;Humans;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Cinema;23;0;F;24;8;119;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2230;0;F;24;8;119;right
Tim Burton;Animation film;Humans;Thriller;Mars;2100;No;1h 40min;Cinema;848;0;F;24;8;120;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Platforms;2412;0;F;24;8;120;center
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Platforms;3257;1;F;24;8;120;right
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;2100;Yes;2h;Platforms;2991;0;F;25;9;121;left
Tim Burton;Live-action;Humans;Science-fiction;Japan;2022;Yes;1h 40min;Platforms;1949;1;F;25;9;121;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;No;2h;Platforms;3416;0;F;25;9;121;right
Steven Spielberg;Live-action;Animals;Thriller;Europe;2100;No;1h 40min;Cinema;786;1;F;25;9;122;left
Christopher Nolan;Animation film;Humans;Thriller;Europe;End of the 19th century;No;1h 40min;Cinema;487;0;F;25;9;122;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1375;0;F;25;9;122;right
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;2100;No;2h;Platforms;3385;0;F;25;9;123;left
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;End of the 19th century;Yes;2h;Cinema;907;0;F;25;9;123;center
Tim Burton;Live-action;Humans;Science-fiction;Mars;2022;Yes;2h;Platforms;2849;1;F;25;9;123;right
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2717;1;F;25;9;124;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;No;2h;Platforms;3167;0;F;25;9;124;center
Steven Spielberg;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;1h 40min;Cinema;477;0;F;25;9;124;right
Tim Burton;Live-action;Humans;Thriller;Mars;End of the 19th century;No;1h 40min;Cinema;563;0;F;25;9;125;left
Steven Spielberg;Live-action;Animals;Thriller;Mars;2100;No;1h 40min;Platforms;2586;0;F;25;9;125;center
Tim Burton;Live-action;Humans;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2669;1;F;25;9;125;right
Steven Spielberg;Animation film;Animals;Thriller;Japan;2022;Yes;1h 40min;Platforms;1971;0;F;25;9;126;left
